@relation 5.0-type-fbp-sibsp-parch-deck-weka.filters.supervised.attribute.Discretize-R5

@attribute Pclass {THREE,ONE,TWO}
@attribute Type {adult-male,female,child,newborn}
@attribute SibSp {less,more}
@attribute Parch {less,more}
@attribute Fare {'\'(-inf-15.65]\'','\'(15.65-inf)\''}
@attribute Deck {C,E,G,D,A,B,F,T}
@attribute Embarked {S,C,Q}
@attribute Survived {FALSE,TRUE}

@data
ONE,adult-male,less,less,'\'(15.65-inf)\'',?,C,FALSE
THREE,female,less,less,'\'(-inf-15.65]\'',?,Q,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,Q,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',E,S,FALSE
TWO,female,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,C,FALSE
TWO,female,less,less,'\'(15.65-inf)\'',?,S,TRUE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',F,S,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,Q,FALSE
THREE,child,less,less,'\'(-inf-15.65]\'',?,S,TRUE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',B,Q,FALSE
ONE,female,less,less,'\'(15.65-inf)\'',?,S,TRUE
THREE,child,less,less,'\'(-inf-15.65]\'',B,C,TRUE
ONE,female,less,less,'\'(15.65-inf)\'',D,S,TRUE
ONE,adult-male,less,less,'\'(15.65-inf)\'',?,S,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,female,less,less,'\'(-inf-15.65]\'',?,S,TRUE
THREE,child,less,less,'\'(-inf-15.65]\'',?,Q,FALSE
THREE,child,less,less,'\'(-inf-15.65]\'',B,S,TRUE
ONE,adult-male,less,less,'\'(15.65-inf)\'',?,C,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,Q,FALSE
TWO,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,female,less,less,'\'(-inf-15.65]\'',?,S,FALSE
ONE,adult-male,less,less,'\'(15.65-inf)\'',?,C,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
TWO,adult-male,less,less,'\'(-inf-15.65]\'',D,S,FALSE
ONE,female,less,less,'\'(15.65-inf)\'',?,S,TRUE
THREE,female,less,less,'\'(-inf-15.65]\'',?,S,TRUE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,C,FALSE
THREE,female,less,less,'\'(-inf-15.65]\'',?,S,FALSE
TWO,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
TWO,female,less,less,'\'(-inf-15.65]\'',B,S,TRUE
ONE,child,less,less,'\'(15.65-inf)\'',?,S,TRUE
THREE,newborn,less,less,'\'(-inf-15.65]\'',?,C,TRUE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,TRUE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',A,S,FALSE
ONE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,female,less,less,'\'(-inf-15.65]\'',?,S,FALSE
TWO,adult-male,less,less,'\'(-inf-15.65]\'',E,S,FALSE
ONE,female,less,less,'\'(15.65-inf)\'',?,S,TRUE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
TWO,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,child,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',B,S,FALSE
ONE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,female,less,less,'\'(-inf-15.65]\'',?,S,FALSE
TWO,adult-male,less,less,'\'(15.65-inf)\'',?,C,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,child,less,less,'\'(-inf-15.65]\'',B,S,FALSE
ONE,female,less,less,'\'(15.65-inf)\'',?,S,TRUE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,TRUE
ONE,adult-male,less,less,'\'(-inf-15.65]\'',E,S,FALSE
THREE,female,less,less,'\'(-inf-15.65]\'',?,S,TRUE
THREE,child,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,Q,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
TWO,child,less,less,'\'(15.65-inf)\'',?,C,TRUE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',B,Q,TRUE
ONE,female,less,less,'\'(15.65-inf)\'',?,?,TRUE
THREE,child,less,less,'\'(-inf-15.65]\'',?,C,TRUE
TWO,newborn,less,less,'\'(-inf-15.65]\'',?,S,TRUE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,C,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',E,S,FALSE
ONE,female,less,less,'\'(15.65-inf)\'',?,C,TRUE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',C,S,TRUE
ONE,adult-male,less,less,'\'(15.65-inf)\'',?,C,TRUE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
TWO,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
ONE,female,less,less,'\'(-inf-15.65]\'',?,C,TRUE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,C,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,C,FALSE
TWO,adult-male,less,less,'\'(-inf-15.65]\'',C,S,FALSE
ONE,female,less,less,'\'(15.65-inf)\'',?,C,TRUE
THREE,child,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,child,less,less,'\'(-inf-15.65]\'',D,C,FALSE
ONE,female,less,less,'\'(15.65-inf)\'',?,S,TRUE
TWO,female,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,female,less,less,'\'(-inf-15.65]\'',?,S,TRUE
ONE,female,less,less,'\'(15.65-inf)\'',E,S,TRUE
ONE,adult-male,less,less,'\'(15.65-inf)\'',?,S,TRUE
THREE,female,less,less,'\'(-inf-15.65]\'',?,C,TRUE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,C,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
TWO,adult-male,less,less,'\'(-inf-15.65]\'',D,S,FALSE
ONE,female,less,less,'\'(15.65-inf)\'',?,S,TRUE
THREE,female,less,less,'\'(-inf-15.65]\'',?,S,FALSE
TWO,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
TWO,female,less,less,'\'(-inf-15.65]\'',?,S,TRUE
TWO,female,less,less,'\'(-inf-15.65]\'',A,C,TRUE
ONE,adult-male,less,less,'\'(15.65-inf)\'',?,S,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,child,less,less,'\'(-inf-15.65]\'',?,S,TRUE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',D,S,FALSE
ONE,female,less,less,'\'(15.65-inf)\'',B,S,TRUE
ONE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
TWO,female,less,less,'\'(-inf-15.65]\'',?,C,TRUE
THREE,child,less,less,'\'(-inf-15.65]\'',?,C,TRUE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',C,S,FALSE
ONE,female,less,less,'\'(15.65-inf)\'',?,C,TRUE
TWO,female,less,less,'\'(-inf-15.65]\'',?,S,TRUE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,female,less,less,'\'(-inf-15.65]\'',?,S,FALSE
TWO,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,S,FALSE
THREE,female,less,less,'\'(-inf-15.65]\'',?,Q,FALSE
TWO,adult-male,less,less,'\'(-inf-15.65]\'',B,S,FALSE
ONE,female,less,less,'\'(15.65-inf)\'',?,S,TRUE
THREE,female,less,less,'\'(-inf-15.65]\'',C,S,FALSE
ONE,adult-male,less,less,'\'(15.65-inf)\'',?,C,TRUE
THREE,adult-male,less,less,'\'(-inf-15.65]\'',?,Q,FALSE
