@relation 1.fbp-weka.filters.supervised.attribute.Discretize-R6

@attribute Pclass {THREE,ONE,TWO}
@attribute Sex {male,female}
@attribute Age numeric
@attribute SibSp numeric
@attribute Parch numeric
@attribute Fare {'\'(-inf-15.65]\'','\'(15.65-inf)\''}
@attribute Embarked {S,C,Q}
@attribute Survived {FALSE,TRUE}

@data
THREE,male,26,0,0,'\'(-inf-15.65]\'',S,FALSE
THREE,male,39,0,0,'\'(-inf-15.65]\'',S,FALSE
TWO,male,35,0,0,'\'(-inf-15.65]\'',S,FALSE
THREE,female,6,4,2,'\'(-inf-15.65]\'',S,FALSE
THREE,male,30.5,0,0,'\'(-inf-15.65]\'',S,FALSE
ONE,male,?,0,0,'\'(-inf-15.65]\'',S,FALSE
THREE,female,23,0,0,'\'(-inf-15.65]\'',S,FALSE
TWO,male,31,1,1,'\'(15.65-inf)\'',C,FALSE
THREE,male,43,0,0,'\'(-inf-15.65]\'',S,FALSE
THREE,male,10,3,2,'\'(-inf-15.65]\'',S,FALSE
ONE,female,52,1,1,'\'(15.65-inf)\'',S,TRUE
THREE,male,27,0,0,'\'(-inf-15.65]\'',S,TRUE
ONE,male,38,0,0,'\'(-inf-15.65]\'',S,FALSE
THREE,female,27,0,1,'\'(-inf-15.65]\'',S,TRUE
THREE,male,2,4,1,'\'(-inf-15.65]\'',S,FALSE
THREE,male,?,0,0,'\'(-inf-15.65]\'',Q,FALSE
THREE,male,?,0,0,'\'(-inf-15.65]\'',S,FALSE
TWO,male,1,0,2,'\'(15.65-inf)\'',C,TRUE
THREE,male,?,0,0,'\'(-inf-15.65]\'',Q,TRUE
ONE,female,62,0,0,'\'(15.65-inf)\'',?,TRUE
THREE,female,15,1,0,'\'(-inf-15.65]\'',C,TRUE
TWO,male,0.83,1,1,'\'(-inf-15.65]\'',S,TRUE
THREE,male,?,0,0,'\'(-inf-15.65]\'',C,FALSE
THREE,male,23,0,0,'\'(-inf-15.65]\'',S,FALSE
THREE,male,18,0,0,'\'(-inf-15.65]\'',S,FALSE
ONE,female,39,1,1,'\'(15.65-inf)\'',C,TRUE
THREE,male,21,0,0,'\'(-inf-15.65]\'',S,FALSE
THREE,male,?,0,0,'\'(-inf-15.65]\'',S,FALSE
THREE,male,32,0,0,'\'(-inf-15.65]\'',S,TRUE
ONE,male,?,0,0,'\'(15.65-inf)\'',C,TRUE
THREE,male,20,0,0,'\'(-inf-15.65]\'',S,FALSE
TWO,male,16,0,0,'\'(-inf-15.65]\'',S,FALSE
ONE,female,30,0,0,'\'(-inf-15.65]\'',C,TRUE
THREE,male,34.5,0,0,'\'(-inf-15.65]\'',C,FALSE
THREE,male,17,0,0,'\'(-inf-15.65]\'',S,FALSE
THREE,male,42,0,0,'\'(-inf-15.65]\'',S,FALSE
THREE,male,?,8,2,'\'(-inf-15.65]\'',S,FALSE
THREE,male,35,0,0,'\'(-inf-15.65]\'',C,FALSE
TWO,male,28,0,1,'\'(-inf-15.65]\'',S,FALSE
ONE,female,?,1,0,'\'(15.65-inf)\'',C,TRUE
THREE,male,4,4,2,'\'(-inf-15.65]\'',S,FALSE
THREE,male,74,0,0,'\'(-inf-15.65]\'',S,FALSE
THREE,female,9,1,1,'\'(-inf-15.65]\'',C,FALSE
ONE,female,16,0,1,'\'(15.65-inf)\'',S,TRUE
TWO,female,44,1,0,'\'(-inf-15.65]\'',S,FALSE
THREE,female,18,0,1,'\'(-inf-15.65]\'',S,TRUE
ONE,female,45,1,1,'\'(15.65-inf)\'',S,TRUE
ONE,male,51,0,0,'\'(15.65-inf)\'',S,TRUE
THREE,female,24,0,3,'\'(-inf-15.65]\'',C,TRUE
THREE,male,?,0,0,'\'(-inf-15.65]\'',C,FALSE
THREE,male,41,2,0,'\'(-inf-15.65]\'',S,FALSE
TWO,male,21,1,0,'\'(-inf-15.65]\'',S,FALSE
ONE,female,48,0,0,'\'(15.65-inf)\'',S,TRUE
THREE,female,?,8,2,'\'(-inf-15.65]\'',S,FALSE
TWO,male,24,0,0,'\'(-inf-15.65]\'',S,FALSE
TWO,female,42,0,0,'\'(-inf-15.65]\'',S,TRUE
TWO,female,27,1,0,'\'(-inf-15.65]\'',C,TRUE
ONE,male,31,0,0,'\'(15.65-inf)\'',S,FALSE
THREE,male,?,0,0,'\'(-inf-15.65]\'',S,FALSE
THREE,male,4,1,1,'\'(-inf-15.65]\'',S,TRUE
THREE,male,26,0,0,'\'(-inf-15.65]\'',S,FALSE
ONE,female,47,1,1,'\'(15.65-inf)\'',S,TRUE
ONE,male,33,0,0,'\'(-inf-15.65]\'',S,FALSE
THREE,male,47,0,0,'\'(-inf-15.65]\'',S,FALSE
TWO,female,28,1,0,'\'(-inf-15.65]\'',C,TRUE
THREE,female,15,0,0,'\'(-inf-15.65]\'',C,TRUE
THREE,male,20,0,0,'\'(-inf-15.65]\'',S,FALSE
THREE,male,19,0,0,'\'(-inf-15.65]\'',S,FALSE
THREE,male,?,0,0,'\'(-inf-15.65]\'',S,FALSE
ONE,female,56,0,1,'\'(15.65-inf)\'',C,TRUE
TWO,female,25,0,1,'\'(-inf-15.65]\'',S,TRUE
THREE,male,33,0,0,'\'(-inf-15.65]\'',S,FALSE
THREE,female,22,0,0,'\'(-inf-15.65]\'',S,FALSE
TWO,male,28,0,0,'\'(-inf-15.65]\'',S,FALSE
THREE,male,25,0,0,'\'(-inf-15.65]\'',S,FALSE
THREE,female,39,0,5,'\'(-inf-15.65]\'',Q,FALSE
TWO,male,27,0,0,'\'(-inf-15.65]\'',S,FALSE
ONE,female,19,0,0,'\'(15.65-inf)\'',S,TRUE
THREE,female,?,1,2,'\'(-inf-15.65]\'',S,FALSE
ONE,male,26,0,0,'\'(15.65-inf)\'',C,TRUE
THREE,male,32,0,0,'\'(-inf-15.65]\'',Q,FALSE
